Day_of_week,Month,Day_of_month,Year,Apartment,Maisonette,Garage,Pool,Garden,City,Price
Thursday,March,15,2018,n,n,n,n,n,ATTARD,"1,700"
Thursday,March,15,2018,y,n,n,n,n,GOZO,"175,000"
Thursday,March,15,2018,n,n,n,n,n,NaN,"180,000"
Thursday,March,15,2018,n,n,n,n,n,MARSAXLOKK,NaN
Thursday,March,15,2018,y,n,n,n,n,QAWRA,NaN
Thursday,March,15,2018,n,n,n,n,n,QORMI,NaN
Wednesday,March,14,2018,n,n,n,n,y,BIRKIRKARA,"495,000"
Wednesday,March,14,2018,n,n,y,n,n,BIRKIRKARA,NaN
Wednesday,March,14,2018,y,n,y,n,n,GOZO,"98,000"
Wednesday,March,14,2018,y,n,n,n,n,GOZO,"110,000"
Wednesday,March,14,2018,n,y,n,n,n,GOZO,"130,000"
Wednesday,March,14,2018,n,n,n,n,n,GŻIRA,"575,000"
Wednesday,March,14,2018,y,n,n,n,n,GŻIRA,"230,000"
Wednesday,March,14,2018,n,n,y,n,y,LIJA,NaN
Wednesday,March,14,2018,n,n,n,n,n,MOSTA,"245,000"
Wednesday,March,14,2018,n,n,n,n,n,QAWRA,NaN
Wednesday,March,14,2018,y,n,n,n,n,SAN ĠWANN,NaN
Wednesday,March,14,2018,n,n,n,n,n,SLIEMA,NaN
Wednesday,March,14,2018,y,n,n,n,n,ST JULIANS,"920,000"
Wednesday,March,14,2018,y,n,y,n,n,ST PAUL' S BAY,"520,000"
Wednesday,March,14,2018,n,n,n,n,n,ST VENERA,"165,000"
Wednesday,March,14,2018,n,y,y,n,n,SWIEQI,"490,000"
Tuesday,March,13,2018,n,n,n,n,n,NaN,"180,000"
Tuesday,March,13,2018,y,n,n,n,n,QAWRA,"158,000"
Tuesday,March,13,2018,n,n,n,n,n,QORMI,"169,000"
Sunday,March,11,2018,n,y,y,n,n,ATTARD,NaN
Sunday,March,11,2018,n,n,n,n,n,ATTARD,NaN
Sunday,March,11,2018,n,n,n,n,n,ATTARD,"250,000"
Sunday,March,11,2018,n,n,y,y,n,ATTARD,"695,000"
Sunday,March,11,2018,n,y,y,n,n,ATTARD,"345,000"
Sunday,March,11,2018,n,n,y,n,n,ATTARD,"250,000"
Sunday,March,11,2018,n,n,y,y,n,ATTARD,"695,000"
Sunday,March,11,2018,n,n,y,n,n,ATTARD,"250,000"
Sunday,March,11,2018,n,n,y,n,n,ATTARD,"285,000"
Sunday,March,11,2018,n,n,y,n,n,ATTARD,"280,000"
Sunday,March,11,2018,y,n,n,n,n,ATTARD,NaN
Sunday,March,11,2018,n,n,y,n,n,ATTARD,"308,000"
Sunday,March,11,2018,y,n,y,n,n,ATTARD,"349,000"
Sunday,March,11,2018,y,y,n,n,n,BAĦAR IĊ-ĊAGĦAQ,NaN
Sunday,March,11,2018,y,n,n,n,n,BAĦAR IĊ-ĊAGĦAQ,"225,000"
Sunday,March,11,2018,n,y,n,n,n,BAĦAR IĊ-ĊAGĦAQ,"260,000"
Sunday,March,11,2018,n,n,n,n,n,BAĦRIJA,"500,000"
Sunday,March,11,2018,y,n,y,n,n,BAĦRIJA,"175,000"
Sunday,March,11,2018,n,n,n,n,n,BALZAN,"245,000"
Sunday,March,11,2018,y,n,n,n,n,BALZAN,"279,000"
Sunday,March,11,2018,n,y,y,n,n,BALZAN,"350,000"
Sunday,March,11,2018,y,n,n,n,n,BALZAN,"238,000"
Sunday,March,11,2018,n,n,n,n,n,BALZAN,"255,000"
Sunday,March,11,2018,n,n,n,n,n,BALZAN,"360,000"
Sunday,March,11,2018,n,n,n,n,n,BALZAN,"270,000"
Sunday,March,11,2018,n,n,n,y,n,BIDNIJA,"760,000"
Sunday,March,11,2018,y,n,n,n,n,BIRKIRKARA,"230,000"
Sunday,March,11,2018,n,y,n,n,n,BIRKIRKARA,"606,000"
Sunday,March,11,2018,n,n,n,n,n,BIRKIRKARA,"250,000"
Sunday,March,11,2018,n,n,n,n,y,BIRKIRKARA,"495,000"
Sunday,March,11,2018,n,n,n,n,n,BIRKIRKARA,"840,000"
Sunday,March,11,2018,n,n,y,n,y,BIRKIRKARA,"350,000"
Sunday,March,11,2018,n,n,n,n,n,BIRKIRKARA,"325,000"
Sunday,March,11,2018,n,y,n,n,n,BIRKIRKARA,"212,000"
Sunday,March,11,2018,y,n,y,n,n,BIRKIRKARA,"159,000"
Sunday,March,11,2018,y,y,n,n,n,BIRKIRKARA,"165,000"
Sunday,March,11,2018,n,n,y,n,n,BIRKIRKARA,NaN
Sunday,March,11,2018,n,n,y,n,y,BIRKIRKARA,"350,000"
Sunday,March,11,2018,n,n,n,n,n,BIRKIRKARA,"285,000"
Sunday,March,11,2018,n,n,y,n,y,BIRKIRKARA,"325,000"
Sunday,March,11,2018,n,n,n,n,n,BIRKIRKARA,"285,000"
Sunday,March,11,2018,n,n,n,n,n,BIRKIRKARA,"447,000"
Sunday,March,11,2018,n,n,n,n,y,BIRKIRKARA,"245,000"
Sunday,March,11,2018,y,n,n,n,n,BIRŻEBBUĠA,"190,000"
Sunday,March,11,2018,n,n,y,n,y,BIRŻEBBUĠA,"478,000"
Sunday,March,11,2018,y,n,n,n,n,BIRŻEBBUĠA,"155,000"
Sunday,March,11,2018,n,n,y,n,n,BIRŻEBBUĠA,"415,000"
Sunday,March,11,2018,n,n,n,n,n,BUĠIBBA,NaN
Sunday,March,11,2018,y,n,n,n,n,BUĠIBBA,"395,000"
Sunday,March,11,2018,y,n,n,n,n,BUĠIBBA,"135,500"
Sunday,March,11,2018,n,n,n,n,n,BUĠIBBA,"205,000"
Sunday,March,11,2018,n,n,y,n,n,BUĠIBBA,"265,000"
Sunday,March,11,2018,n,n,y,n,y,COSPICUA ,"570,000"
Sunday,March,11,2018,n,y,n,n,n,COSPICUA,"105,000"
Sunday,March,11,2018,y,n,n,n,n,COSPICUA,"123,000"
Sunday,March,11,2018,n,n,n,n,n,COSPICUA,"183,000"
Sunday,March,11,2018,y,n,n,n,n,COSPICUA,"215,000"
Sunday,March,11,2018,y,n,n,n,n,DINGLI,"197,000"
Sunday,March,11,2018,n,n,n,n,n,DINGLI,"1,160"
Sunday,March,11,2018,n,y,y,n,n,FGURA,"254,000"
Sunday,March,11,2018,n,n,n,n,n,FGURA,"120,000"
Sunday,March,11,2018,n,n,n,n,n,FGURA,"295,000"
Sunday,March,11,2018,n,n,n,n,n,FGURA,"275,000"
Sunday,March,11,2018,n,y,n,n,n,FGURA,"235,000"
Sunday,March,11,2018,y,n,n,n,n,FGURA,"175,000"
Sunday,March,11,2018,n,y,n,n,n,FGURA,"175,000"
Sunday,March,11,2018,y,n,n,n,n,FGURA,"170,000"
Sunday,March,11,2018,n,y,n,n,n,FGURA,"210,000"
Sunday,March,11,2018,n,n,n,n,n,FGURA,"160,000"
Sunday,March,11,2018,n,y,n,n,n,FGURA,"175,000"
Sunday,March,11,2018,n,y,n,n,n,FGURA,"140,000"
Sunday,March,11,2018,y,n,n,n,n,FGURA,"162,000"
Sunday,March,11,2018,y,n,n,n,n,FGURA,"140,000"
Sunday,March,11,2018,n,n,n,n,n,GĦARGĦUR,NaN
Sunday,March,11,2018,y,n,n,n,n,GĦARGĦUR,"320,000"
Sunday,March,11,2018,n,n,n,n,n,GĦARGĦUR,"540,000"
Sunday,March,11,2018,y,n,n,n,n,GĦARGĦUR,"320,000"
Sunday,March,11,2018,y,n,n,n,n,GĦARGĦUR,"320,000"
Sunday,March,11,2018,n,n,n,y,n,GĦAXAQ,"320,000"
Sunday,March,11,2018,n,n,n,n,n,GĦAXAQ,"340,000"
Sunday,March,11,2018,n,n,n,n,n,GOZO,NaN
Sunday,March,11,2018,y,n,n,n,n,GOZO,"148,000"
Sunday,March,11,2018,n,n,n,n,y,GOZO,"225,000"
Sunday,March,11,2018,n,n,y,n,n,GOZO,NaN
Sunday,March,11,2018,y,n,n,n,n,GOZO,"180,000"
Sunday,March,11,2018,n,n,y,n,n,GOZO,"285,000"
Sunday,March,11,2018,y,n,n,n,n,GOZO,"160,000"
Sunday,March,11,2018,y,n,n,n,n,GOZO,"106,000"
Sunday,March,11,2018,y,n,n,n,n,GOZO,"130,000"
Sunday,March,11,2018,y,n,n,n,n,GOZO,"127,000"
Sunday,March,11,2018,y,n,y,n,n,GOZO,"150,000"
Sunday,March,11,2018,y,n,n,n,n,GOZO,"96,000"
Sunday,March,11,2018,y,n,n,n,n,GOZO,"78,000"
Sunday,March,11,2018,n,n,n,y,n,GOZO,NaN
Sunday,March,11,2018,n,n,y,y,n,GOZO,"340,000"
Sunday,March,11,2018,n,n,n,n,n,GOZO,"145,000"
Sunday,March,11,2018,y,n,y,n,n,GOZO,"95,000"
Sunday,March,11,2018,n,n,n,n,n,GOZO,"85,000"
Sunday,March,11,2018,y,n,n,n,n,GOZO,"85,000"
Sunday,March,11,2018,n,n,n,n,n,GOZO,NaN
Sunday,March,11,2018,y,n,n,n,n,GOZO,"175,000"
Sunday,March,11,2018,y,n,n,n,n,GOZO,"169,000"
Sunday,March,11,2018,n,n,n,y,n,GOZO,"465,000"
Sunday,March,11,2018,n,n,y,y,n,GOZO,"250,000"
Sunday,March,11,2018,n,n,n,n,y,GOZO,"280,000"
Sunday,March,11,2018,n,n,n,n,y,GOZO,"115,000"
Sunday,March,11,2018,y,y,n,n,n,GOZO,"155,000"
Sunday,March,11,2018,n,n,n,n,n,GOZO,NaN
Sunday,March,11,2018,n,n,n,n,n,GUARDAMANGIA,NaN
Sunday,March,11,2018,n,y,n,n,n,GUARDAMANGIA,"207,000"
Sunday,March,11,2018,y,n,n,n,n,GUARDAMANGIA,"122,000"
Sunday,March,11,2018,n,n,n,n,n,GUDJA,"260,000"
Sunday,March,11,2018,n,n,n,y,n,GUDJA,NaN
Sunday,March,11,2018,y,n,n,n,n,GŻIRA,"899,000"
Sunday,March,11,2018,n,n,n,n,n,GŻIRA,"899,000"
Sunday,March,11,2018,y,n,n,n,n,GŻIRA,NaN
Sunday,March,11,2018,n,n,y,n,n,GŻIRA,"260,000"
Sunday,March,11,2018,n,y,y,n,n,GŻIRA,"280,000"
Sunday,March,11,2018,y,n,n,n,n,GŻIRA,"310,000"
Sunday,March,11,2018,n,n,n,y,n,GŻIRA,"165,000"
Sunday,March,11,2018,y,n,n,n,n,GŻIRA,"185,000"
Sunday,March,11,2018,y,n,n,n,n,GŻIRA,"185,000"
Sunday,March,11,2018,y,n,n,n,n,GŻIRA,"235,000"
Sunday,March,11,2018,y,n,n,n,n,GŻIRA,"325,000"
Sunday,March,11,2018,n,n,y,n,n,GŻIRA,NaN
Sunday,March,11,2018,n,n,n,n,n,GŻIRA,"235,000"
Sunday,March,11,2018,y,n,n,n,n,GŻIRA,"185,000"
Sunday,March,11,2018,n,n,n,n,n,GŻIRA,"295,000"
Sunday,March,11,2018,y,n,n,n,n,GŻIRA,"245,000"
Sunday,March,11,2018,y,n,n,n,n,GŻIRA,"220,000"
Sunday,March,11,2018,n,n,n,n,n,ĦAMRUN ,NaN
Sunday,March,11,2018,n,y,n,n,n,ĦAMRUN,"185,000"
Sunday,March,11,2018,n,n,n,n,n,ĦAMRUN,"135,000"
Sunday,March,11,2018,y,n,n,n,n,ĦAMRUN,"130,000"
Sunday,March,11,2018,y,n,n,n,n,ĦAMRUN,"175,000"
Sunday,March,11,2018,n,n,n,n,n,ĦAMRUN,"165,000"
Sunday,March,11,2018,y,n,n,n,n,IKLIN,"228,000"
Sunday,March,11,2018,n,n,n,y,y,IKLIN,NaN
Sunday,March,11,2018,n,n,n,n,n,IKLIN,"400,000"
Sunday,March,11,2018,y,n,n,n,n,KALKARA,"180,700"
Sunday,March,11,2018,n,n,n,n,y,KALKARA,"675,000"
Sunday,March,11,2018,y,n,y,n,n,KALKARA,"189,000"
Sunday,March,11,2018,n,y,n,n,n,KALKARA,"170,000"
Sunday,March,11,2018,n,n,n,n,n,KALKARA,"830,000"
Sunday,March,11,2018,y,n,n,n,n,KALKARA,"545,000"
Sunday,March,11,2018,n,n,y,y,y,KALKARA,"1,150"
Sunday,March,11,2018,n,n,y,n,n,KAPPARA,NaN
Sunday,March,11,2018,n,n,y,y,y,KAPPARA,NaN
Sunday,March,11,2018,n,n,n,n,n,KAPPARA,NaN
Sunday,March,11,2018,n,n,y,y,n,KAPPARA,NaN
Sunday,March,11,2018,n,n,n,y,n,KIRKOP,"640,000"
Sunday,March,11,2018,n,n,n,y,n,KIRKOP,"638,000"
Sunday,March,11,2018,y,n,n,n,n,LIJA,"250,000"
Sunday,March,11,2018,n,n,y,n,y,LIJA,NaN
Sunday,March,11,2018,n,n,y,n,y,LIJA,NaN
Sunday,March,11,2018,n,n,n,n,n,LUQA,"350,000"
Sunday,March,11,2018,n,n,y,y,y,MADLIENA,"1,425"
Sunday,March,11,2018,n,n,n,y,n,MADLIENA,"1,995"
Sunday,March,11,2018,y,n,y,n,n,MADLIENA,"450,000"
Sunday,March,11,2018,n,n,y,y,y,MADLIENA,"1,425"
Sunday,March,11,2018,n,n,n,n,n,MARSA,"213,000"
Sunday,March,11,2018,n,n,n,n,n,MARSA,"212,000"
Sunday,March,11,2018,n,n,y,n,n,MARSASCALA,"53,000"
Sunday,March,11,2018,n,n,y,n,n,MARSASCALA,"550,000"
Sunday,March,11,2018,n,n,y,n,n,MARSASCALA,"360,000"
Sunday,March,11,2018,n,y,y,n,n,MARSASCALA,"230,000"
Sunday,March,11,2018,n,n,n,n,n,MARSASCALA,NaN
Sunday,March,11,2018,y,n,n,n,n,MARSASCALA,"330,000"
Sunday,March,11,2018,n,y,n,n,n,MARSASCALA,"230,000"
Sunday,March,11,2018,y,n,n,n,n,MARSASCALA,"260,000"
Sunday,March,11,2018,y,n,n,n,n,MARSASCALA,"179,000"
Sunday,March,11,2018,n,y,n,n,n,MARSASCALA,"238,000"
