Day_of_week,Month,Day_of_month,Year,Apartment,Maisonette,Garage,Pool,Garden,City,Price
Tuesday,May,26,2015,y,n,y,n,n,GOZO,"115,000"
Tuesday,May,26,2015,y,n,n,n,n,GOZO,"85,000"
Tuesday,May,26,2015,n,n,n,n,n,QAWRA,"122,000"
Tuesday,May,26,2015,y,n,y,n,n, ST JULIANS,"199,950"
Monday,May,25,2015,n,n,n,n,n, ,"550,000"
Monday,May,25,2015,n,n,n,n,n,BURMARRAD,"186,000"
Monday,May,25,2015,n,n,y,n,n,GUARDAMANGIA,"250,000"
Monday,May,25,2015,n,n,n,n,n,MARSASCALA,"300,000"
Monday,May,25,2015,y,n,n,n,n,MĠARR,"118,000"
Monday,May,25,2015,n,n,n,n,n,QAWRA,"122,000"
Monday,May,25,2015,n,n,n,n,n,ST PAUL' S BAY,"200,000"
Monday,May,25,2015,n,n,n,n,n,ST PAUL' S BAY,"345,000"
Monday,May,25,2015,y,n,n,n,n,ST PAUL' S BAY,"135,000"
Monday,May,25,2015,y,n,n,n,n,ST PAUL' S BAY,"115,000"
Sunday,May,24,2015,n,n,n,n,n,NaN,NaN
Sunday,May,24,2015,n,n,n,n,n,NaN,NaN
Sunday,May,24,2015,n,y,n,n,n,APARTMENTS,NaN
Sunday,May,24,2015,y,n,n,n,n,ATTARD,"163,000"
Sunday,May,24,2015,n,n,n,n,n,ATTARD,"163,000"
Sunday,May,24,2015,n,n,n,y,n,ATTARD,"1,350"
Sunday,May,24,2015,n,n,n,n,n,ATTARD,"450,000"
Sunday,May,24,2015,n,y,n,n,n,ATTARD,"130,000"
Sunday,May,24,2015,n,n,y,n,n,ATTARD,"320,000"
Sunday,May,24,2015,n,n,n,n,n,ATTARD,"750,000"
Sunday,May,24,2015,y,y,y,n,n,ATTARD,"200,000"
Sunday,May,24,2015,n,n,n,n,n,ATTARD,NaN
Sunday,May,24,2015,y,n,n,n,n,ATTARD,"170,000"
Sunday,May,24,2015,n,y,n,n,n,ATTARD,"170,000"
Sunday,May,24,2015,y,n,n,n,n,ATTARD,"169,000"
Sunday,May,24,2015,y,n,n,n,n,ATTARD,"139,000"
Sunday,May,24,2015,n,y,y,n,n,ATTARD,"234,000"
Sunday,May,24,2015,y,n,n,n,n,ATTARD,"154,000"
Sunday,May,24,2015,n,y,y,n,n,ATTARD,"220,000"
Sunday,May,24,2015,n,n,y,n,n,ATTARD,NaN
Sunday,May,24,2015,y,n,n,n,n,ATTARD,"140,000"
Sunday,May,24,2015,n,n,n,n,n,ATTARD,"135,700"
Sunday,May,24,2015,n,y,y,n,n,ATTARD,"267,000"
Sunday,May,24,2015,n,y,n,n,n,ATTARD,"128,150"
Sunday,May,24,2015,n,n,y,y,n,ATTARD,"645,000"
Sunday,May,24,2015,n,y,y,n,n,ATTARD,"125,000"
Sunday,May,24,2015,n,y,y,n,n,ATTARD,"265,000"
Sunday,May,24,2015,n,n,y,n,n,ATTARD,"336,000"
Sunday,May,24,2015,n,y,y,n,n,ATTARD,NaN
