Day_of_week,Month,Day_of_month,Year,Apartment,Maisonette,Garage,Pool,Garden,City,Price
Thursday,February,8,2018,n,n,y,n,y,GOZO,"325,000"
Thursday,February,8,2018,n,n,y,y,n,KAPPARA,"1,500"
Thursday,February,8,2018,n,n,n,n,n,QORMI,NaN
Wednesday,February,7,2018,n,n,n,n,y,GOZO,"225,000"
Wednesday,February,7,2018,y,n,n,n,n,GOZO,"128,000"
Wednesday,February,7,2018,n,y,n,n,n,MADLIENA,"495,000"
Wednesday,February,7,2018,y,n,y,n,n,MARSASCALA,NaN
Wednesday,February,7,2018,n,n,n,n,n,QAWRA,NaN
Wednesday,February,7,2018,y,n,n,n,n,QAWRA,"153,500"
Wednesday,February,7,2018,n,n,n,n,n,QAWRA,"116,500"
Wednesday,February,7,2018,n,n,n,n,n,SLIEMA,"975,000"
Wednesday,February,7,2018,y,n,y,n,n,SLIEMA,"645,000"
Wednesday,February,7,2018,y,n,n,n,n,SLIEMA,"465,000"
Wednesday,February,7,2018,y,n,y,n,n,SLIEMA,"400,000"
Wednesday,February,7,2018,n,y,y,n,n,NaN,"490,000"
Tuesday,February,6,2018,n,n,n,y,n,GOZO,"1,000"
Tuesday,February,6,2018,n,n,y,y,n,KAPPARA,"1,500"
Tuesday,February,6,2018,n,n,n,n,n,QORMI,NaN
Monday,February,5,2018,y,n,y,n,n,SLIEMA,"400,000"
