Day_of_week,Month,Day_of_month,Year,Apartment,Maisonette,Garage,Pool,Garden,City,Price
Wednesday,September,5,2018,n,n,n,n,n,GOZO,"240,000"
Wednesday,September,5,2018,n,n,y,y,n,GOZO,"375,000"
Wednesday,September,5,2018,n,y,n,n,n,GOZO,"128,000"
Wednesday,September,5,2018,y,n,n,n,n,MOSTA,"275,000"
Wednesday,September,5,2018,y,n,n,n,n,MOSTA,"160,000"
Wednesday,September,5,2018,y,n,n,n,n,MSIDA,"185,000"
Wednesday,September,5,2018,y,n,n,n,n,QAWRA,"158,000"
Wednesday,September,5,2018,n,n,n,y,n,SAN PAWL TAT-TARĠA,"990,000"
Wednesday,September,5,2018,y,n,n,n,n,SLIEMA,"295,000"
Wednesday,September,5,2018,n,n,y,n,n,ST JULIANS,NaN
Wednesday,September,5,2018,y,n,n,n,n,ST JULIANS,"289,000"
Wednesday,September,5,2018,y,n,n,n,n,TAL-IBRAĠ,NaN
Tuesday,September,4,2018,y,n,y,n,n,LIJA,"285,000"
Tuesday,September,4,2018,y,n,n,n,n,MOSTA,"160,000"
Tuesday,September,4,2018,y,n,n,n,n,ST JULIANS,"289,000"
Monday,September,3,2018,y,n,n,n,n,ST JULIANS,"289,000"
Sunday,September,2,2018,y,n,n,n,n,ATTARD,"250,000"
Sunday,September,2,2018,n,n,n,n,n,ATTARD,"415,000"
Sunday,September,2,2018,y,n,n,n,n,ATTARD,"350,000"
Sunday,September,2,2018,y,n,n,n,n,ATTARD,"350,000"
Sunday,September,2,2018,y,n,n,n,n,ATTARD,"249,000"
Sunday,September,2,2018,n,y,n,n,n,ATTARD,"345,000"
Sunday,September,2,2018,n,n,n,y,n,ATTARD,"655,000"
Sunday,September,2,2018,n,n,n,n,n,ATTARD,"950,000"
Sunday,September,2,2018,n,n,y,n,n,ATTARD,"800,000"
Sunday,September,2,2018,y,n,n,n,n,ATTARD,"425,000"
Sunday,September,2,2018,n,y,n,n,n,ATTARD,"249,000"
Sunday,September,2,2018,y,n,n,n,n,ATTARD,"315,000"
Sunday,September,2,2018,n,n,n,n,n,ATTARD,"880,000"
Sunday,September,2,2018,n,y,n,n,n,BAĦAR IĊ-ĊAGĦAQ,"238,000"
Sunday,September,2,2018,y,n,n,n,n,BAĦAR IĊ-ĊAGĦAQ,"310,000"
Sunday,September,2,2018,n,n,n,n,n,BAĦAR IĊ-ĊAGĦAQ,"355,000"
Sunday,September,2,2018,y,n,n,n,n,BAĦAR IĊ-ĊAGĦAQ,"200,000"
Sunday,September,2,2018,n,y,n,n,n,BAĦAR IĊ-ĊAGĦAQ,"230,000"
Sunday,September,2,2018,y,n,n,n,n,BAĦRIJA,"248,000"
Sunday,September,2,2018,n,n,n,n,n,BAĦRIJA,"198,000"
Sunday,September,2,2018,y,n,n,n,n,BALLUTA BAY,"488,790"
Sunday,September,2,2018,y,n,n,n,n,BALZAN,"318,000"
Sunday,September,2,2018,y,n,y,y,n,BALZAN,"287,000"
Sunday,September,2,2018,y,n,y,n,n,BALZAN,"350,000"
Sunday,September,2,2018,n,n,n,n,n,BALZAN,"450,000"
Sunday,September,2,2018,n,n,n,n,y,BALZAN,"750,000"
Sunday,September,2,2018,n,n,y,y,n,BIDNIJA,"1,350"
Sunday,September,2,2018,n,n,y,y,n,BIRGUMA,"1,190"
Sunday,September,2,2018,n,n,n,n,n,BIRKIRKARA,"290,000"
Sunday,September,2,2018,y,n,n,n,n,BIRKIRKARA,"248,000"
Sunday,September,2,2018,n,n,y,y,n,BIRKIRKARA,"620,000"
Sunday,September,2,2018,y,n,n,n,n,BIRKIRKARA,"206,500"
Sunday,September,2,2018,n,n,n,n,n,BIRKIRKARA,"100,000"
Sunday,September,2,2018,y,n,n,n,n,BIRKIRKARA,"175,000"
Sunday,September,2,2018,y,n,n,n,n,BIRKIRKARA,"149,000"
Sunday,September,2,2018,n,n,n,n,n,BIRKIRKARA,"220,000"
Sunday,September,2,2018,n,y,n,n,n,BIRKIRKARA,"70,000"
Sunday,September,2,2018,n,y,y,n,y,BIRKIRKARA,"362,000"
Sunday,September,2,2018,n,y,n,n,n,BIRKIRKARA,"290,000"
Sunday,September,2,2018,n,y,n,n,n,BIRKIRKARA,NaN
Sunday,September,2,2018,n,n,n,n,n,BIRKIRKARA,"155,000"
Sunday,September,2,2018,n,n,n,n,y,BIRKIRKARA,"375,000"
Sunday,September,2,2018,n,n,n,n,n,BIRKIRKARA,"149,000"
Sunday,September,2,2018,n,n,y,n,n,BIRŻEBBUĠA,"18,000"
Sunday,September,2,2018,n,y,n,n,n,BIRŻEBBUĠA,"128,000"
Sunday,September,2,2018,y,n,n,n,n,BIRŻEBBUĠA,"185,000"
Sunday,September,2,2018,n,n,n,n,n,BIRŻEBBUĠA,"296,000"
Sunday,September,2,2018,n,n,y,y,n,BIRŻEBBUĠA,"532,000"
Sunday,September,2,2018,y,n,y,n,n,BIRŻEBBUĠA,"197,000"
Sunday,September,2,2018,y,n,n,n,n,BUĠIBBA,"149,000"
Sunday,September,2,2018,n,n,n,n,n,BUĠIBBA,"299,500"
Sunday,September,2,2018,n,n,n,n,n, ST PAUL' S BAY,"133,000"
Sunday,September,2,2018,n,n,n,n,n,COSPICUA ,"289,000"
Sunday,September,2,2018,n,n,y,y,n,DUPLEX MAISONETTE,"285,000"
Sunday,September,2,2018,y,n,y,n,n,FGURA,"145,000"
Sunday,September,2,2018,n,n,n,n,n,FGURA,"225,000"
Sunday,September,2,2018,y,n,n,n,n,FGURA,"135,000"
Sunday,September,2,2018,n,n,y,n,n,GOZO,"215,000"
Sunday,September,2,2018,y,n,n,n,n,GOZO,"120,000"
Sunday,September,2,2018,y,n,y,n,n,GOZO,"170,000"
Sunday,September,2,2018,n,n,n,n,n,GOZO,"225,000"
Sunday,September,2,2018,y,n,n,n,n,GOZO,"120,000"
Sunday,September,2,2018,n,n,n,y,y,GOZO,"650,000"
Sunday,September,2,2018,n,n,n,n,n,GOZO,"335,000"
Sunday,September,2,2018,y,n,n,n,n,GOZO,"150,000"
Sunday,September,2,2018,y,n,n,n,n,GOZO,"135,000"
Sunday,September,2,2018,n,y,n,n,n,GOZO,"139,000"
Sunday,September,2,2018,n,n,n,n,n,GOZO,"100,000"
