Day_of_week,Month,Day_of_month,Year,Apartment,Maisonette,Garage,Pool,Garden,City,Price
Monday,January,4,2016,n,n,n,n,n,GOZO,"150,000"
Monday,January,4,2016,n,n,y,n,n,GOZO,"220,000"
Monday,January,4,2016,n,n,n,n,n,ST PAUL' S BAY,"156,000"
Monday,January,4,2016,n,n,n,n,n,VALLETTA,NaN
Sunday,January,3,2016,n,n,n,n,n,NaN,NaN
Sunday,January,3,2016,n,n,n,n,n,AN EXCELLENT INVESTMENT,"425,000"
Sunday,January,3,2016,n,n,n,n,n,ATTARD,"318,000"
Sunday,January,3,2016,n,n,y,n,y,ATTARD,"890,000"
Sunday,January,3,2016,n,n,y,n,n,ATTARD,NaN
Sunday,January,3,2016,n,n,y,n,n,ATTARD,"159,000"
Sunday,January,3,2016,n,n,n,n,n,ATTARD,"1,100"
Sunday,January,3,2016,n,n,y,n,n,ATTARD,"34,000"
Sunday,January,3,2016,y,n,n,n,n,ATTARD,"169,000"
Sunday,January,3,2016,n,y,n,n,n,ATTARD,"194,000"
Sunday,January,3,2016,n,n,n,n,n,ATTARD,"320,000"
Sunday,January,3,2016,n,y,y,n,n,ATTARD,"243,000"
Sunday,January,3,2016,n,n,n,n,n,ATTARD,"475,000"
Sunday,January,3,2016,y,n,y,n,n,ATTARD,"181,000"
Sunday,January,3,2016,n,n,y,n,n,ATTARD,"425,000"
Sunday,January,3,2016,y,y,n,n,n,NaN,"125,000"
Sunday,January,3,2016,n,y,n,n,n,NaN,NaN
Sunday,January,3,2016,y,n,n,n,n,BAĦAR IĊ-ĊAGĦAQ,"139,000"
Sunday,January,3,2016,n,y,n,n,n,BAĦAR IĊ-ĊAGĦAQ,"210,000"
Sunday,January,3,2016,n,n,n,y,n,BAĦAR IĊ-ĊAGĦAQ,"450,000"
Sunday,January,3,2016,n,n,y,n,y,BAĦAR IĊ-ĊAGĦAQ,"970,000"
Sunday,January,3,2016,n,n,n,n,n,BALZAN,"220,000"
Sunday,January,3,2016,n,n,n,n,n,BALZAN,"365,000"
Sunday,January,3,2016,n,n,n,y,y,BALZAN,"389,000"
Sunday,January,3,2016,n,y,y,n,n,BALZAN,"275,000"
Sunday,January,3,2016,n,y,y,n,n,BALZAN,"275,000"
Sunday,January,3,2016,n,y,n,n,n,BALZAN,"209,000"
Sunday,January,3,2016,n,y,n,n,n,BALZAN,"220,000"
Sunday,January,3,2016,n,n,n,y,n,BIRGUMA,"1,450"
Sunday,January,3,2016,y,n,n,n,n,BIRKIRKARA,"142,000"
Sunday,January,3,2016,y,n,n,n,n,BIRKIRKARA,"160,000"
Sunday,January,3,2016,n,y,n,n,n,BIRKIRKARA,"177,000"
Sunday,January,3,2016,y,n,n,n,n,BIRKIRKARA,"107,000"
Sunday,January,3,2016,y,n,y,n,n,BIRKIRKARA,"147,000"
Sunday,January,3,2016,n,n,n,n,n,BIRKIRKARA,"179,500"
Sunday,January,3,2016,n,y,n,n,n,BIRKIRKARA,"245,000"
Sunday,January,3,2016,n,n,n,n,n,BIRKIRKARA,"900,000"
Sunday,January,3,2016,n,y,y,n,n,BIRKIRKARA,"169,000"
Sunday,January,3,2016,n,y,n,n,n,BIRKIRKARA,"169,000"
Sunday,January,3,2016,y,n,n,n,n,BIRKIRKARA,"165,000"
Sunday,January,3,2016,n,y,n,n,n,BIRKIRKARA,"165,000"
Sunday,January,3,2016,y,n,n,n,n,BIRKIRKARA,"150,000"
Sunday,January,3,2016,n,y,n,n,n,BIRKIRKARA,"133,000"
Sunday,January,3,2016,n,n,y,n,n,BIRKIRKARA,"175,000"
Sunday,January,3,2016,n,y,n,n,n,BIRKIRKARA,"75,000"
Sunday,January,3,2016,y,n,n,n,n,BIRKIRKARA,"99,000"
Sunday,January,3,2016,n,n,n,n,n,BIRKIRKARA,"109,000"
Sunday,January,3,2016,n,n,n,n,n,BIRŻEBBUĠA,"145,000"
Sunday,January,3,2016,y,n,n,n,n,BUĠIBBA,"85,000"
Sunday,January,3,2016,n,n,n,n,n,COSPICUA ,"150,000"
Sunday,January,3,2016,n,y,n,n,n,COSPICUA ,"80,000"
Sunday,January,3,2016,n,n,n,n,n,COSPICUA ,"90,000"
Sunday,January,3,2016,n,n,n,n,n,DINGLI,NaN
Sunday,January,3,2016,n,n,n,n,n,FGURA,"169,500"
Sunday,January,3,2016,n,n,y,n,n,FGURA,"110,000"
Sunday,January,3,2016,n,n,n,n,n,FGURA,"99,000"
Sunday,January,3,2016,y,n,n,n,n,FGURA,"97,000"
Sunday,January,3,2016,y,n,n,n,n,FGURA,"60,000"
Sunday,January,3,2016,n,n,y,n,n,FGURA,"190,000"
Sunday,January,3,2016,y,n,n,n,n,FLORIANA,"158,000"
Sunday,January,3,2016,y,n,n,n,n,GĦADIRA,"120,000"
Sunday,January,3,2016,n,n,n,n,y,GĦARGĦUR,"690,000"
Sunday,January,3,2016,y,n,n,n,n,GĦARGĦUR,"185,000"
Sunday,January,3,2016,n,n,n,n,n,GĦARGĦUR,"350,000"
Sunday,January,3,2016,n,n,n,n,n,GĦARGĦUR,"280,000"
Sunday,January,3,2016,n,n,n,n,y,GĦARGĦUR,"279,000"
Sunday,January,3,2016,n,n,n,n,n,GĦARGĦUR,"280,000"
Sunday,January,3,2016,y,n,n,n,n,GĦARGĦUR,"190,000"
Sunday,January,3,2016,n,n,n,n,n,GĦARGĦUR,"280,000"
Sunday,January,3,2016,n,n,y,n,n,GĦAXAQ,"155,000"
Sunday,January,3,2016,n,y,n,n,n,GĦAXAQ,"115,000"
Sunday,January,3,2016,y,n,y,n,n,GOZO,"130,000"
Sunday,January,3,2016,n,n,n,y,n,GOZO,"450,000"
Sunday,January,3,2016,n,y,n,n,n,GOZO,"250,000"
Sunday,January,3,2016,y,n,n,n,n,GOZO,"69,000"
Sunday,January,3,2016,n,n,y,n,n,GOZO,"395,000"
Sunday,January,3,2016,n,n,y,n,n,GOZO,"160,000"
