Day_of_week,Month,Day_of_month,Year,Apartment,Maisonette,Garage,Pool,Garden,City,Price
Monday,August,15,2016,n,n,n,n,n,BIRKIRKARA,"145,000"
Monday,August,15,2016,n,n,y,n,n,BIRKIRKARA,NaN
Monday,August,15,2016,y,n,n,n,n,DINGLI,"160,000"
Monday,August,15,2016,n,y,y,n,n,MARSASCALA,"142,000"
Monday,August,15,2016,n,n,n,n,n,MOSTA,"325,000"
Monday,August,15,2016,y,n,n,n,n,QORMI,NaN
Monday,August,15,2016,n,y,n,n,n,SIĠĠIEWI,"189,000"
Monday,August,15,2016,n,n,n,n,n,ST VENERA,"135,000"
Sunday,August,14,2016,n,n,n,n,n,NaN,NaN
Sunday,August,14,2016,n,n,y,n,n,NaN,"345,000"
Sunday,August,14,2016,n,n,y,n,n,ATTARD,"495,000"
Sunday,August,14,2016,y,n,n,n,n,ATTARD,"175,000"
Sunday,August,14,2016,n,n,n,n,n,ATTARD,"355,000"
Sunday,August,14,2016,y,n,n,n,n,ATTARD,"155,000"
Sunday,August,14,2016,n,y,n,n,n,ATTARD,"260,000"
Sunday,August,14,2016,n,n,y,n,n,ATTARD,"255,000"
Sunday,August,14,2016,n,n,n,n,n,ATTARD,"16,000"
Sunday,August,14,2016,n,y,y,n,n,ATTARD,"260,000"
Sunday,August,14,2016,n,y,n,n,n,ATTARD,"300,000"
Sunday,August,14,2016,n,n,y,n,n,ATTARD,"255,000"
Sunday,August,14,2016,y,n,n,n,n,ATTARD,"230,000"
Sunday,August,14,2016,y,n,n,n,n,ATTARD,"189,000"
Sunday,August,14,2016,n,n,n,y,n,ATTARD,"1,060"
Sunday,August,14,2016,y,n,n,n,n,ATTARD,"155,000"
Sunday,August,14,2016,y,n,n,n,n,ATTARD,"150,000"
Sunday,August,14,2016,y,n,y,n,n,ATTARD,"270,000"
Sunday,August,14,2016,n,n,y,n,n,ATTARD,"195,000"
Sunday,August,14,2016,n,n,n,n,n,ATTARD,"195,000"
Sunday,August,14,2016,y,n,n,n,n,ATTARD,"275,000"
Sunday,August,14,2016,n,y,n,n,n,NaN,NaN
Sunday,August,14,2016,y,n,n,n,n,BAĦAR IĊ-ĊAGĦAQ,"262,000"
Sunday,August,14,2016,y,n,n,n,n,BAĦAR IĊ-ĊAGĦAQ,NaN
Sunday,August,14,2016,y,y,n,n,n,BAĦAR IĊ-ĊAGĦAQ,"265,000"
Sunday,August,14,2016,n,y,y,y,n,BAĦAR IĊ-ĊAGĦAQ,"477,000"
Sunday,August,14,2016,n,y,y,n,y,BAĦAR IĊ-ĊAGHAQ,NaN
Sunday,August,14,2016,n,n,n,n,n,ĦRIJA,NaN
Sunday,August,14,2016,n,n,y,n,n,BAĦRIJA,"220,000"
Sunday,August,14,2016,y,n,n,n,n,BALLUTA BAY,"1,200"
Sunday,August,14,2016,n,y,n,n,n,BALZAN,"235,000"
Sunday,August,14,2016,y,n,n,n,n,BALZAN,"320,000"
Sunday,August,14,2016,n,n,n,y,n,BALZAN,NaN
Sunday,August,14,2016,n,n,n,n,n,BALZAN,"750,000"
Sunday,August,14,2016,n,n,y,n,n,BALZAN,"370,000"
Sunday,August,14,2016,n,y,n,n,n,BALZAN,NaN
Sunday,August,14,2016,n,n,y,y,y,BALZAN,"1,200"
Sunday,August,14,2016,y,n,n,n,n,BALZAN,NaN
Sunday,August,14,2016,y,n,y,n,n,BIRGUMA,"340,000"
Sunday,August,14,2016,n,n,y,y,y,BIRGUMA,"720,000"
Sunday,August,14,2016,n,n,n,y,n,BIRGUMA,"725,000"
Sunday,August,14,2016,n,n,n,n,n,BIRKIRKARA,NaN
Sunday,August,14,2016,y,n,n,n,n,BIRKIRKARA,"2,400"
Sunday,August,14,2016,n,y,n,n,n,BIRKIRKARA,"231,000"
Sunday,August,14,2016,n,n,n,n,n,BIRKIRKARA,"107,000"
Sunday,August,14,2016,n,n,n,n,n,BIRKIRKARA,"167,500"
Sunday,August,14,2016,n,n,y,n,n,BIRKIRKARA,"220,000"
Sunday,August,14,2016,n,n,y,n,n,BIRKIRKARA,"395,000"
