Day_of_week,Month,Day_of_month,Year,Apartment,Maisonette,Garage,Pool,Garden,City,Price
Monday,June,20,2016,n,n,n,n,n,NaN,NaN
Monday,June,20,2016,y,n,n,n,n,BUĠIBBA,"130,000"
Monday,June,20,2016,n,n,n,n,n,MSIDA ,"300,000"
Monday,June,20,2016,y,y,n,n,y,NAXXAR,"159,000"
Monday,June,20,2016,n,n,n,n,n,QAWRA,"132,000"
Monday,June,20,2016,n,n,y,n,n,QAWRA,"11,000"
Monday,June,20,2016,y,n,n,n,n,QAWRA,"79,500"
Monday,June,20,2016,y,n,y,n,n,ST JULIANS,"265,000"
Monday,June,20,2016,y,y,n,n,n,TARXIEN,"95,000"
Monday,June,20,2016,y,y,n,n,n,XEMXIJA HILL,"195,000"
Sunday,June,19,2016,n,n,n,n,n,NaN,NaN
Sunday,June,19,2016,n,n,n,n,n,NaN,NaN
Sunday,June,19,2016,n,y,n,n,n, PERSONAL SERVICE,NaN
Sunday,June,19,2016,n,n,n,n,n,NaN,NaN
Sunday,June,19,2016,n,n,n,n,n,AN EXCELLENT OPPORTUNITY,"395,000"
Sunday,June,19,2016,n,y,n,n,y,ATTARD,"320,000"
Sunday,June,19,2016,n,n,n,n,n,ATTARD,NaN
Sunday,June,19,2016,y,n,n,n,n,ATTARD,"155,400"
Sunday,June,19,2016,n,n,n,n,n,ATTARD,"750,000"
Sunday,June,19,2016,n,n,y,n,n,ATTARD,"478,000"
Sunday,June,19,2016,n,y,n,n,n,ATTARD,NaN
Sunday,June,19,2016,n,n,y,n,n,ATTARD,"206,000"
Sunday,June,19,2016,y,n,n,n,n,ATTARD,"165,000"
Sunday,June,19,2016,n,y,n,n,n,ATTARD,"275,000"
Sunday,June,19,2016,n,n,y,n,n,ATTARD,"240,000"
Sunday,June,19,2016,n,n,n,n,n,ATTARD,"450,000"
Sunday,June,19,2016,n,n,y,n,n,ATTARD,NaN
Sunday,June,19,2016,n,y,y,n,y,ATTARD,"320,000"
Sunday,June,19,2016,y,n,y,n,n,ATTARD,"125,000"
Sunday,June,19,2016,n,y,y,n,n,ATTARD,"330,000"
Sunday,June,19,2016,n,y,y,n,n,ATTARD,"345,000"
Sunday,June,19,2016,n,y,n,n,n,ATTARD,"325,000"
Sunday,June,19,2016,n,y,n,n,n,ATTARD,"259,000"
Sunday,June,19,2016,y,n,n,n,n,ATTARD,"350,000"
Sunday,June,19,2016,y,n,n,n,n,ATTARD,"180,000"
Sunday,June,19,2016,n,y,y,n,n,ATTARD,"345,000"
Sunday,June,19,2016,y,n,n,n,n,ATTARD,"145,000"
Sunday,June,19,2016,y,n,n,n,n,ATTARD,"205,000"
Sunday,June,19,2016,y,n,n,n,n,ATTARD,"150,000"
Sunday,June,19,2016,y,n,y,n,n,ATTARD,"245,000"
Sunday,June,19,2016,n,n,n,n,n,ATTARD,NaN
Sunday,June,19,2016,n,n,n,n,n,ATTARD,"200,000"
Sunday,June,19,2016,n,n,y,n,n,ATTARD,"250,000"
Sunday,June,19,2016,n,n,y,y,y,ATTARD,"850,000"
Sunday,June,19,2016,n,n,y,y,n,ATTARD,"518,000"
Sunday,June,19,2016,n,n,y,n,y,ATTARD,"535,000"
Sunday,June,19,2016,n,n,y,n,n,ATTARD,"450,000"
Sunday,June,19,2016,y,n,y,n,n,ATTARD,"220,000"
Sunday,June,19,2016,n,n,y,n,n,ATTARD,"255,000"
Sunday,June,19,2016,n,y,n,n,n,BAĦAR IĊ-ĊAGĦAQ,"350,000"
Sunday,June,19,2016,n,y,y,n,n,BAĦAR IĊ-ĊAGĦAQ,"245,000"
Sunday,June,19,2016,y,n,y,n,n,BAĦRIJA,"180,000"
