Day_of_week,Month,Day_of_month,Year,Apartment,Maisonette,Garage,Pool,Garden,City,Price
Friday,August,7,2015,n,n,n,n,n,NaN,NaN
Friday,August,7,2015,n,y,y,n,n,LIJA,"199,000"
Friday,August,7,2015,n,n,n,n,n,RABAT,"146,000"
Friday,August,7,2015,n,n,n,y,n,SALIB TAL-GĦOLJA,"400,000"
Friday,August,7,2015,y,n,n,n,n,SLIEMA,"235,000"
Friday,August,7,2015,n,n,n,n,n,SLIEMA,"330,000"
Friday,August,7,2015,n,n,y,n,n,ST JULIANS,"280,000"
Thursday,August,6,2015,n,n,n,n,n,NaN,NaN
Thursday,August,6,2015,y,n,n,n,n,BIRKIRKARA,"100,000"
Thursday,August,6,2015,n,y,y,n,y,GOZO,"110,000"
Thursday,August,6,2015,y,n,n,n,n,GOZO,"290,000"
Thursday,August,6,2015,n,n,y,y,n,GOZO,"180,000"
Thursday,August,6,2015,y,n,n,n,n,GOZO,"235,000"
Thursday,August,6,2015,n,n,n,n,n,GOZO,NaN
Thursday,August,6,2015,n,y,y,n,n,LIJA,"199,000"
Thursday,August,6,2015,n,n,n,n,n,MARSASCALA,"210,000"
Thursday,August,6,2015,y,n,n,n,n,MTARFA,"158,000"
Thursday,August,6,2015,y,n,y,n,n,PWALES,"110,000"
Thursday,August,6,2015,n,n,n,n,n,QAWRA,"130,000"
Thursday,August,6,2015,n,n,y,n,n,ST JULIANS,"235,000"
Thursday,August,6,2015,y,y,n,y,n,ST JULIANS,"165,000"
Thursday,August,6,2015,n,n,n,n,y,ST JULIANS,"249,000"
Thursday,August,6,2015,y,n,n,n,n,ŻEJTUN,"135,000"
Wednesday,August,5,2015,n,n,n,n,n,NaN,NaN
Wednesday,August,5,2015,n,n,y,n,y,ATTARD,"690,000"
Wednesday,August,5,2015,y,n,n,n,n,BALZAN,"180,000"
Wednesday,August,5,2015,y,n,n,n,n,BIRKIRKARA,"150,000"
Wednesday,August,5,2015,y,n,n,n,n,BIRKIRKARA,"100,000"
Wednesday,August,5,2015,n,n,n,n,n,BIRKIRKARA,"108,000"
Wednesday,August,5,2015,n,n,y,n,n,GOZO,"375,000"
Wednesday,August,5,2015,y,n,n,n,n,GŻIRA,"159,000"
Wednesday,August,5,2015,y,n,y,n,n,GŻIRA,"167,500"
Wednesday,August,5,2015,n,n,y,n,n,IKLIN,"291,000"
Wednesday,August,5,2015,n,y,y,n,n,LIJA,"199,000"
Wednesday,August,5,2015,y,y,n,n,n,MARSASCALA,"110,000"
Wednesday,August,5,2015,y,n,n,y,n,MARSASCALA,"197,000"
Wednesday,August,5,2015,y,n,n,y,n,MELLIEĦA,"327,450"
Wednesday,August,5,2015,n,n,y,n,y,MOSTA,NaN
Wednesday,August,5,2015,n,n,n,n,n,MSIDA,"140,000"
Wednesday,August,5,2015,n,n,n,n,n,NAXXAR,"189,000"
Wednesday,August,5,2015,y,n,y,n,n,PWALES,"110,000"
Wednesday,August,5,2015,y,n,n,n,n,QAWRA,"130,000"
Wednesday,August,5,2015,n,n,n,n,n,QAWRA,"130,000"
Wednesday,August,5,2015,n,y,n,n,n,QAWRA,"148,000"
Wednesday,August,5,2015,n,y,n,n,n,QORMI ,"96,000"
Wednesday,August,5,2015,n,n,y,y,n,SAN PAWL TAT-TARĠA,"549,000"
Wednesday,August,5,2015,y,n,n,n,n,SENGLEA ,"365,000"
Wednesday,August,5,2015,y,n,y,n,n,SLIEMA,"345,000"
Wednesday,August,5,2015,y,n,n,n,n,SLIEMA,"595,000"
Wednesday,August,5,2015,y,n,n,n,n,SLIEMA,"333,000"
Wednesday,August,5,2015,n,y,n,n,n,SLIEMA,"326,000"
Wednesday,August,5,2015,n,n,n,y,n,ST JULIANS,"1,500"
Wednesday,August,5,2015,y,n,n,n,n,ST PAUL' S BAY,"187,000"
Wednesday,August,5,2015,y,n,n,n,n,TA' XBIEX,NaN
Wednesday,August,5,2015,n,n,n,n,n,VALLETTA,"660,000"
Wednesday,August,5,2015,n,n,n,n,n,VALLETTA,"200,000"
Tuesday,August,4,2015,n,n,n,n,n,NaN,NaN
Tuesday,August,4,2015,y,n,n,n,n,BIRKIRKARA,"100,000"
Tuesday,August,4,2015,y,n,n,n,n,GOZO,"85,000"
Tuesday,August,4,2015,y,n,y,n,n,GOZO,"235,000"
Tuesday,August,4,2015,n,y,y,n,n,LIJA,"199,000"
Tuesday,August,4,2015,y,n,y,n,n,PWALES,"110,000"
Tuesday,August,4,2015,n,n,n,n,n,RABAT,"146,000"
Tuesday,August,4,2015,n,n,y,n,n,ST JULIANS,"280,000"
Monday,August,3,2015,n,n,n,n,n,NaN,NaN
