Day_of_week,Month,Day_of_month,Year,Apartment,Maisonette,Garage,Pool,Garden,City,Price
Monday,December,21,2015,n,n,n,n,n,BIRKIRKARA,"80,000"
Monday,December,21,2015,n,n,n,n,n,GOZO,"370,000"
Monday,December,21,2015,n,n,y,n,n,GOZO,"220,000"
Monday,December,21,2015,y,n,n,n,n,PIETÀ,"135,000"
Sunday,December,20,2015,n,n,n,n,n,NaN,NaN
Sunday,December,20,2015,n,n,n,n,n,ATTARD,NaN
Sunday,December,20,2015,n,n,y,n,y,ATTARD,"890,000"
Sunday,December,20,2015,n,n,y,n,n,ATTARD,"159,000"
Sunday,December,20,2015,y,n,y,n,n,ATTARD,"225,000"
Sunday,December,20,2015,n,y,n,n,n,ATTARD,"235,000"
Sunday,December,20,2015,n,n,y,y,n,ATTARD,NaN
Sunday,December,20,2015,y,n,n,n,n,ATTARD,"169,000"
Sunday,December,20,2015,n,n,n,n,y,ATTARD,"535,000"
Sunday,December,20,2015,y,n,y,n,n,ATTARD,"186,000"
Sunday,December,20,2015,n,y,n,n,n,ATTARD,"194,000"
Sunday,December,20,2015,n,n,n,n,n,ATTARD,"320,000"
Sunday,December,20,2015,n,n,n,y,n,ATTARD,"450,000"
Sunday,December,20,2015,n,n,n,n,n,ATTARD,"475,000"
Sunday,December,20,2015,y,n,n,n,n,ATTARD,NaN
Sunday,December,20,2015,n,n,n,n,n,ATTARD,"155,500"
Sunday,December,20,2015,n,y,n,n,n,ATTARD,"140,000"
Sunday,December,20,2015,y,y,n,n,n,NaN,"123,000"
Sunday,December,20,2015,n,y,n,n,n,NaN,NaN
Sunday,December,20,2015,n,n,n,n,n,BAĦAR IĊ-ĊAGĦAQ,"250,000"
Sunday,December,20,2015,n,y,n,n,n,BAĦAR IĊ-ĊAGĦAQ,"229,000"
Sunday,December,20,2015,n,n,y,y,n,BAĦAR IĊ-ĊAGĦAQ,NaN
Sunday,December,20,2015,n,n,n,y,n,BAĦAR IĊ-ĊAGĦAQ,"450,000"
Sunday,December,20,2015,n,y,y,n,n,BALZAN,"275,000"
Sunday,December,20,2015,n,y,y,n,n,BALZAN,"275,000"
Sunday,December,20,2015,n,n,y,y,n,BALZAN,"480,000"
Sunday,December,20,2015,n,n,n,n,y,BALZAN,NaN
Sunday,December,20,2015,n,n,n,n,n,BALZAN,"329,500"
Sunday,December,20,2015,y,n,y,n,n,BALZAN,"155,000"
Sunday,December,20,2015,y,n,n,n,n,BALZAN,"205,000"
